EntryNo,Pancard,Adharcard,OfficeId,VoterID,Driving,ElectricityBill,TeleBill,RationCard,Passport,Remarks
2117,1,1,1,-1,-1,-1,-1,-1,-1,
2121,1,1,1,-1,-1,-1,-1,-1,-1,
2122,1,1,1,-1,-1,-1,-1,-1,-1,
2127,1,-1,1,-1,-1,-1,-1,-1,-1,
2128,1,1,1,-1,-1,-1,-1,-1,-1,
2131,1,1,1,-1,-1,-1,-1,-1,-1,
2136,1,1,1,-1,-1,-1,-1,-1,-1,
2138,1,1,1,-1,-1,-1,-1,-1,-1,
2141,1,1,1,-1,-1,-1,-1,-1,-1,
2148,1,1,1,-1,-1,-1,-1,-1,-1,
2150,1,1,1,-1,-1,-1,-1,-1,-1,
2152,1,1,1,-1,-1,-1,-1,-1,-1,
2155,1,1,1,-1,-1,-1,-1,-1,-1,
2156,-1,-1,1,-1,-1,-1,-1,-1,-1,
2157,1,1,1,-1,-1,-1,-1,-1,-1,
2159,1,1,1,-1,-1,-1,-1,-1,-1,
2161,1,1,1,-1,-1,-1,-1,-1,-1,
2162,1,1,1,-1,-1,-1,-1,-1,-1,
2165,-1,-1,1,-1,-1,-1,-1,-1,-1,
2166,1,1,1,-1,-1,-1,-1,-1,-1,
2168,-1,-1,1,-1,-1,-1,-1,-1,-1,
2169,1,1,1,-1,-1,-1,-1,-1,-1,
2171,1,1,1,-1,-1,-1,-1,-1,-1,
2172,1,1,1,-1,-1,-1,-1,-1,-1,
2174,1,1,1,-1,-1,-1,-1,-1,-1,
2048,1,1,1,-1,-1,-1,-1,-1,-1,
2176,1,1,1,-1,-1,-1,-1,-1,-1,
3705,1,-1,1,-1,-1,-1,-1,-1,-1,
2180,1,1,1,-1,-1,-1,-1,-1,-1,
2181,1,1,1,-1,-1,-1,-1,-1,-1,
3708,1,-1,1,-1,-1,-1,-1,-1,-1,
2182,1,1,1,-1,-1,-1,-1,-1,-1,
2054,1,2,1,-1,-1,-1,-1,-1,-1,
2185,1,1,1,-1,-1,-1,-1,-1,-1,
2055,2,1,1,-1,-1,-1,-1,-1,-1,
3714,1,1,1,-1,-1,-1,-1,-1,-1,
2057,1,1,1,-1,-1,-1,-1,-1,-1,
2188,-1,-1,1,-1,-1,-1,-1,-1,-1,
2189,1,1,1,-1,-1,-1,-1,-1,-1,
2092,2,2,1,-1,-1,-1,-1,-1,-1,
2079,1,1,1,-1,-1,-1,-1,-1,-1,
2192,1,1,1,-1,-1,-1,-1,-1,-1,
4014,1,1,1,-1,-1,-1,-1,-1,-1,
2059,1,1,1,-1,-1,-1,-1,-1,-1,
4016,1,1,1,-1,-1,-1,-1,-1,-1,
2194,1,1,1,-1,-1,-1,-1,-1,-1,
3556,1,1,1,-1,-1,-1,-1,-1,-1,
2063,1,1,1,-1,-1,-1,-1,-1,-1,
2196,1,1,1,-1,-1,-1,-1,-1,-1,
2065,1,1,1,-1,-1,-1,-1,-1,-1,
4022,1,1,1,-1,-1,-1,-1,-1,-1,
4023,1,1,1,-1,-1,-1,-1,-1,-1,
2066,1,1,1,-1,-1,-1,-1,-1,-1,
4024,1,1,1,-1,-1,-1,-1,-1,-1,
4025,1,1,1,-1,-1,-1,-1,-1,-1,
2068,1,1,1,-1,-1,-1,-1,-1,-1,
2071,1,1,1,-1,-1,-1,-1,-1,-1,
4028,-1,1,1,-1,-1,-1,-1,-1,-1,
2075,1,1,1,-1,-1,-1,-1,-1,-1,
2076,1,1,1,-1,-1,-1,-1,-1,-1,
4036,1,1,1,-1,-1,-1,-1,-1,-1,
2077,1,1,1,-1,-1,-1,-1,-1,-1,
4037,1,1,1,-1,-1,-1,-1,-1,-1,
2081,1,1,1,-1,-1,-1,-1,-1,-1,
4035,1,1,1,-1,-1,-1,-1,-1,-1,
2083,1,1,1,-1,-1,-1,-1,-1,-1,
4033,1,1,1,-1,-1,-1,-1,-1,-1,
2085,1,1,1,-1,-1,-1,-1,-1,-1,
1348,1,1,1,-1,-1,-1,-1,-1,-1,
2086,1,1,1,-1,-1,-1,-1,-1,-1,
4195,1,1,1,-1,-1,-1,-1,-1,-1,
2089,2,2,1,-1,-1,-1,-1,-1,-1,
2091,1,1,1,-1,-1,-1,-1,-1,-1,
1227,1,1,1,-1,-1,-1,-1,-1,-1,
2286,2,1,1,-1,-1,-1,-1,-1,-1,
2288,2,2,1,-1,-1,-1,-1,-1,-1,
2291,2,2,1,-1,-1,-1,-1,-1,-1,
4196,2,2,1,-1,-1,-1,-1,-1,-1,
4197,1,1,1,-1,-1,-1,-1,-1,-1,
4199,1,1,1,-1,-1,-1,-1,-1,-1,
4200,2,1,1,-1,-1,-1,-1,-1,-1,
4201,1,1,1,-1,-1,-1,-1,-1,-1,
4003,1,1,1,-1,-1,-1,-1,-1,-1,
4202,2,2,1,-1,-1,-1,-1,-1,-1,
4006,1,1,1,-1,-1,-1,-1,-1,-1,
4206,1,1,1,-1,-1,-1,-1,-1,-1,
4207,1,1,1,-1,-1,-1,-1,-1,-1,
4208,1,1,1,-1,-1,-1,-1,-1,-1,
3630,1,-1,1,-1,-1,-1,-1,-1,-1,
4209,1,2,1,-1,-1,-1,-1,-1,-1,
3631,1,1,1,-1,-1,-1,-1,-1,-1,
4211,1,1,1,-1,-1,-1,-1,-1,-1,
3633,1,1,1,-1,-1,-1,-1,-1,-1,
3632,1,1,1,-1,-1,-1,-1,-1,-1,
3634,1,1,1,-1,-1,-1,-1,-1,-1,
3635,1,1,1,-1,-1,-1,-1,-1,-1,
1552,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001056,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001057,-1,-1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001052,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001081,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001105,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001107,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001108,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001109,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001112,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001118,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001123,1,1,-1,-1,-1,-1,-1,1,-1,
MEM1901-001133,1,1,2,-1,-1,-1,-1,-1,-1,
MEM1901-001143,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001145,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001146,1,-1,1,-1,1,-1,-1,-1,-1,
MEM1901-001147,1,1,-1,-1,1,-1,-1,-1,-1,
MEM1901-001148,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001151,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001096,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001180,1,1,1,2,2,2,2,2,2,
MEM1901-001182,1,1,1,2,2,2,2,2,2,
MEM1901-001185,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001188,1,1,1,2,2,2,2,2,2,
MEM1901-001089,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001090,1,2,1,1,-1,-1,-1,-1,-1,
MEM1901-001126,1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001173,1,1,2,2,2,2,2,2,2,
MEM1901-001100,1,1,1,2,2,2,2,2,2,
MEM1901-001175,1,1,2,2,2,2,2,2,2,
MEM1901-001170,1,1,2,2,2,2,2,2,2,
MEM1901-001033,1,1,2,2,2,2,2,2,2,
MEM1901-000006,1,1,1,1,-1,-1,-1,-1,-1,
MEM1901-001025,1,1,2,2,2,2,2,2,2,
MEM1901-001026,1,1,2,2,2,2,2,2,2,
4616,1,1,1,-1,-1,-1,-1,-1,-1,
4664,1,1,1,-1,-1,-1,-1,-1,-1,
4656,1,1,1,-1,-1,-1,-1,-1,-1,
2101,1,1,1,-1,-1,-1,-1,-1,-1,
4190,1,1,1,-1,-1,-1,-1,-1,-1,
3989,1,1,1,-1,-1,-1,-1,-1,-1,
4000,1,1,1,-1,-1,-1,-1,-1,-1,
4002,1,1,1,-1,-1,-1,-1,-1,-1,
3813,1,-1,1,-1,-1,-1,-1,-1,-1,
3818,1,1,1,-1,-1,-1,-1,-1,-1,
3826,1,-1,1,-1,-1,-1,-1,-1,-1,
3877,1,1,1,-1,-1,-1,-1,-1,-1,
3856,1,1,1,-1,-1,-1,-1,-1,-1,
3866,1,1,1,-1,-1,-1,-1,-1,-1,
4136,1,1,1,-1,-1,-1,-1,-1,-1,
3954,1,1,1,-1,-1,-1,-1,-1,-1,
3700,1,1,1,-1,-1,-1,-1,-1,-1,
2115,1,1,1,-1,-1,-1,-1,-1,-1,
2120,1,1,1,-1,-1,-1,-1,-1,-1,
2133,1,1,1,-1,-1,-1,-1,-1,-1,
2139,1,1,1,-1,-1,-1,-1,-1,-1,
2149,1,-1,1,-1,-1,-1,-1,-1,-1,
2163,1,1,1,-1,-1,-1,-1,-1,-1,
3698,1,1,1,-1,-1,-1,-1,-1,-1,
2052,1,1,1,-1,-1,-1,-1,-1,-1,
2056,1,1,1,-1,-1,-1,-1,-1,-1,
2190,1,1,1,-1,-1,-1,-1,-1,-1,
4018,1,1,1,-1,-1,-1,-1,-1,-1,
4027,1,1,1,-1,-1,-1,-1,-1,-1,
4220,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001064,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001134,1,-1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001135,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001155,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001156,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001093,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001091,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001183,1,1,1,2,2,2,2,2,2,
MEM1901-001184,1,1,1,2,2,2,2,2,2,
MEM1901-001177,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001159,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001174,1,1,2,2,2,2,2,2,2,
MEM1901-001044,1,1,1,2,2,2,2,2,2,
8290,1,1,2,1,2,2,2,2,2,
MEM1901-001047,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001018,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001019,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001111,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1801-000343,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1801-000301,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1801-000302,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1801-000300,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1801-000299,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001292,1,1,2,2,2,2,2,2,2,
MEM1901-001295,1,1,2,2,2,2,2,2,2,
MEM1901-001187,1,1,-1,-1,-1,1,-1,-1,-1,
MEM1901-001190,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001191,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001193,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001214,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001195,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001196,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001226,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001322,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001255,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001225,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001329,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001328,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001331,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001336,1,1,1,2,2,2,2,2,2,
MEM1901-001337,1,1,1,2,2,2,2,2,2,
MEM1901-001345,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1801-000243,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001368,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001253,1,1,1,2,2,2,2,2,2,
MEM1901-001254,1,1,1,2,2,2,2,2,2,
MEM1901-001252,1,1,1,1,2,2,2,2,2,
MEM1901-001382,-1,1,1,1,-1,-1,-1,-1,-1,
MEM1901-001397,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001405,1,1,2,2,2,2,2,2,2,
MEM1901-001406,1,1,-1,1,-1,-1,-1,-1,-1,
MEM1901-001407,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001412,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001427,1,1,1,-1,-1,-1,-1,1,-1,
MEM1901-001244,-1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001241,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001239,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001238,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001237,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001399,1,1,2,2,2,2,2,2,2,
MEM1901-001398,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001444,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001449,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001455,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001315,1,1,2,2,2,2,2,2,2,
MEM1901-001366,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001367,1,1,2,1,2,2,2,2,2,
MEM1901-001408,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001409,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001471,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001479,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001480,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001414,1,1,1,2,2,2,2,2,2,
MEM1901-001416,1,1,1,2,2,2,2,2,2,
MEM1901-001417,1,1,1,2,2,2,2,2,2,
MEM1901-001418,1,1,1,2,2,2,2,2,2,
MEM1901-001419,1,1,1,2,2,2,2,2,2,
MEM1901-001402,1,1,1,2,2,2,2,2,2,
MEM1901-001403,2,1,2,2,1,2,2,2,2,
MEM1901-001404,1,1,1,2,2,2,2,2,2,
MEM1901-001393,1,1,1,2,2,2,2,2,2,
MEM1901-001189,1,1,1,2,2,2,2,2,2,
MEM1901-001497,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001498,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001517,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001519,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001527,1,1,1,-1,-1,-1,-1,-1,1,
MEM1901-001530,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2001-000001,1,1,1,-1,1,-1,-1,-1,-1,
MEM2001-000005,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2001-000038,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2001-000040,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2001-000044,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2001-000045,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2001-000046,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2001-000051,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2001-000052,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM1901-001526,1,1,2,1,2,2,2,2,2,
MEM2001-000057,1,1,1,1,-1,-1,-1,-1,-1,
MEM2001-000066,1,1,1,2,2,2,2,2,2,
MEM2001-000070,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2001-000071,1,1,1,1,-1,-1,-1,-1,-1,
MEM2001-000074,1,1,2,1,-1,-1,-1,-1,-1,
MEM2001-000075,1,1,1,-1,-1,-1,-1,1,-1,
MEM2001-000076,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2001-000079,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001475,1,2,1,2,2,2,2,2,1,
MEM1901-001472,1,1,2,2,1,2,2,2,2,
MEM2001-000083,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2101-000001,1,1,1,1,1,2,2,2,2,test
MEM2101-000206,1,1,1,-1,-1,-1,-1,-1,-1,
28972,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2101-000216,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000004,1,1,1,2,2,2,2,2,2,
MEM2201-000008,1,1,1,-1,-1,-1,-1,-1,-1,"BANK PASSBOOK ,SALARY SLIP"
MEM2201-000020,1,1,1,2,2,2,2,2,2,
MEM2201-000026,1,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000034,1,1,1,-1,-1,-1,-1,-1,-1,SALARY SLIP
MEM2201-000044,1,2,1,-1,-1,1,-1,-1,-1,
MEM2201-000046,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000049,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000053,1,1,1,-1,-1,-1,-1,1,-1,
MEM2201-000062,1,1,1,-1,-1,-1,-1,1,-1,
MEM2201-000068,1,1,1,2,2,2,2,2,2,DOCUMENTS SUBMITTED
MEM2201-000071,1,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000077,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000079,1,1,-1,-1,-1,-1,-1,-1,-1,
35465,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000081,1,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000083,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000087,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000089,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000093,1,1,1,2,2,2,2,2,2,
MEM2201-000094,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000099,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000102,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000104,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000106,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000115,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000116,1,1,-1,-1,-1,-1,-1,1,-1,
MEM1901-000209,1,1,1,-1,-1,-1,-1,-1,-1,
4647,1,1,1,-1,-1,-1,-1,-1,-1,
2105,1,1,1,-1,-1,-1,-1,-1,-1,
3862,1,1,1,-1,-1,-1,-1,-1,-1,
2031,1,1,1,-1,-1,-1,-1,-1,-1,
2040,1,1,1,-1,-1,-1,-1,-1,-1,
3722,1,1,1,-1,-1,-1,-1,-1,-1,
3797,1,1,1,-1,-1,-1,-1,-1,-1,
3663,1,1,1,-1,-1,-1,-1,-1,-1,
3957,2,2,1,-1,-1,-1,-1,-1,-1,
3837,1,1,1,-1,-1,-1,-1,-1,-1,
3842,1,1,1,-1,-1,-1,-1,-1,-1,
3688,1,1,1,-1,-1,-1,-1,-1,-1,
3975,2,1,1,-1,-1,-1,-1,-1,-1,
2116,1,-1,1,-1,-1,-1,-1,-1,-1,
2129,1,1,1,-1,-1,-1,-1,-1,-1,
3710,1,1,1,-1,-1,-1,-1,-1,-1,
2183,1,-1,1,-1,-1,-1,-1,-1,-1,
2095,1,1,1,-1,-1,-1,-1,-1,-1,
2193,2,1,1,-1,-1,-1,-1,-1,-1,
2060,1,1,1,-1,-1,-1,-1,-1,-1,
4020,1,1,1,-1,-1,-1,-1,-1,-1,
2064,1,1,1,-1,-1,-1,-1,-1,-1,
4021,1,1,1,-1,-1,-1,-1,-1,-1,
2069,2,2,1,-1,-1,-1,-1,-1,-1,
2084,1,1,1,-1,-1,-1,-1,-1,-1,
2290,1,1,1,-1,-1,-1,-1,-1,-1,
4205,1,1,1,-1,-1,-1,-1,-1,-1,
4210,2,2,1,-1,-1,-1,-1,-1,-1,
MEM1901-001152,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1801-000349,1,1,2,2,2,2,2,2,2,
MEM1901-001410,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001289,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001287,2,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001394,1,1,1,2,2,2,2,2,2,
MEM1901-001442,1,1,1,-1,-1,-1,-1,-1,-1,
MEM1901-001413,2,1,1,2,1,2,2,2,2,
MEM2001-000053,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2001-000081,-1,-1,-1,-1,-1,-1,-1,-1,-1,
MEM1801-000021,1,1,2,2,2,2,2,2,2,
MEM2201-000009,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000011,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000012,1,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000031,1,1,1,2,2,2,2,2,2,
MEM2201-000035,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000036,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000043,1,1,-1,-1,-1,1,-1,-1,-1,
MEM2201-000050,1,-1,1,-1,-1,1,-1,-1,-1,
MEM2201-000067,1,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000075,1,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000086,1,1,1,2,2,1,2,2,2,ALL REQ. DOCUMENT SUBMITTED
MEM2201-000096,1,1,-1,-1,-1,1,-1,-1,-1,
MEM2201-000097,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000107,1,1,1,2,2,2,2,2,2,
MEM2201-000108,2,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000118,-1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000119,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000121,1,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000128,2,1,1,-1,-1,-1,-1,1,-1,
MEM2201-000130,1,1,-1,2,2,2,-1,-1,-1,
MEM2201-000131,1,1,1,2,2,2,2,2,-1,
58127,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000140,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000141,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000145,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000146,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000147,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000149,1,1,-1,-1,-1,-1,-1,1,-1,
MEM2201-000150,1,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000151,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000152,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000156,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000165,1,1,1,-1,-1,1,-1,1,-1,
MEM2201-000166,1,1,1,2,2,2,2,2,2,
MEM2201-000167,1,1,1,2,2,1,2,-1,-1,
MEM2201-000169,1,1,1,2,2,2,2,2,2,NEW MEMBERSHIP FORM
MEM2201-000170,-1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000174,1,1,1,-1,-1,1,-1,1,-1,NEW MEMBERSHIP
MEM2201-000175,1,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000178,1,1,1,2,2,1,2,2,2,
MEM2201-000197,1,1,1,1,-1,-1,-1,-1,-1,
MEM2201-000198,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000199,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000211,1,1,1,2,2,2,2,2,2,
MEM2201-000212,1,1,1,2,2,2,2,1,-1,
MEM2201-000214,1,1,1,2,2,1,2,2,-1,
MEM2201-000215,1,1,1,2,2,2,-1,-1,-1,
MEM2201-000216,1,1,1,2,2,2,2,2,2,
MEM2201-000217,1,1,1,2,2,1,2,2,2,
MEM2201-000218,1,2,1,2,2,1,2,2,-1,
MEM2201-000220,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000221,1,1,1,2,2,1,2,1,2,
MEM2201-000222,1,1,1,2,2,2,2,1,1,
MEM2201-000224,1,1,1,2,2,1,2,2,2,
MEM2201-000227,1,1,1,2,2,2,2,2,2,
MEM2201-000228,1,1,1,2,2,2,2,2,2,
MEM2201-000229,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000230,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000231,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000232,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000236,1,1,2,2,-1,1,-1,1,-1,
MEM2201-000239,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000244,1,1,1,1,2,-1,-1,-1,-1,
MEM2201-000245,1,1,1,2,2,2,2,2,2,
MEM2201-000247,1,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000249,1,1,1,-1,-1,1,-1,1,-1,
MEM2201-000251,1,1,1,2,2,-1,-1,-1,-1,
MEM2201-000252,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000254,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000255,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000256,1,1,1,2,2,2,2,2,2,
MEM2201-000258,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000260,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2201-000262,1,1,-1,-1,-1,-1,-1,-1,-1,
MEM2201-000263,1,1,1,-1,-1,1,-1,-1,-1,
MEM2201-000264,2,1,1,2,-1,-1,-1,-1,-1,
MEM2201-000265,1,1,-1,-1,-1,1,-1,-1,-1,
MEM2201-000267,1,1,1,2,-1,-1,-1,-1,-1,
MEM2201-000269,1,1,1,2,2,1,2,2,2,
MEM2301-000001,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000002,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000003,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000004,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000005,1,1,1,2,-1,-1,-1,-1,-1,
MEM2301-000006,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000008,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000009,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000011,1,1,1,2,2,1,2,2,2,
MEM2301-000012,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000013,1,1,1,2,2,2,2,2,2,
MEM2301-000015,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000017,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000020,1,-1,1,-1,-1,1,-1,-1,-1,NEW MEMBER
MEM2301-000021,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000022,1,1,1,2,2,2,2,2,2,
MEM2301-000030,2,1,1,2,2,2,2,2,2,
MEM2301-000031,1,1,1,-1,-1,-1,-1,-1,-1,new member
MEM2301-000032,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000034,1,1,1,2,2,2,2,2,2,
MEM2301-000038,1,1,1,-1,-1,-1,-1,1,-1,
MEM2301-000040,1,1,1,-1,-1,-1,-1,-1,-1,NEW MEMBER
MEM2301-000051,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000052,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000055,1,1,1,-1,-1,-1,-1,-1,-1,
MEM2301-000054,1,1,1,2,2,2,2,1,-1,
MEM2301-000057,1,1,1,-1,-1,1,-1,-1,-1,NE MEMBER
