EntryNo,SrNo,AccCode,AccDesc,Amount,TrType,Debit,Credit,Remarks,Acc_No,UserNam,TRMode
BB2301-000589       ,1,000253,Fixed Deposits - Regular Deposit,150000.00,NULL,NULL,NULL,FDR No :-7012453,1738,NULL,NULL
BB2301-000589       ,2,000297,Interest Paid on - Fixed Deposits - Regular Deposit,10500.00,NULL,NULL,NULL,FDR No :-7012453,1871,NULL,NULL
BB2301-000590       ,1,000178,Leave Travel  Assistance,6700.00,NULL,NULL,NULL,NULL,1663,9000147,1
BB2301-000591       ,1,000099,Share Capital,19900.00,NULL,NULL,NULL,NULL,1584,9000144,1
BB2301-000591       ,2,000116,Monthly Saving Deposits,391485.00,NULL,NULL,NULL,NULL,1601,9000144,1
BB2301-000592       ,1,000099,Share Capital,19800.00,NULL,NULL,NULL,NULL,1584,9000144,1
BB2301-000592       ,2,000116,Monthly Saving Deposits,252033.00,NULL,NULL,NULL,NULL,1601,9000144,1
BB2301-000592       ,3,000048,Top-up Loan,1200.00,NULL,NULL,NULL,NULL,1517,9000144,1
BB2301-000593       ,1,000099,Share Capital,19900.00,NULL,NULL,NULL,NULL,1584,9000144,1
BB2301-000593       ,2,000116,Monthly Saving Deposits,184440.00,NULL,NULL,NULL,NULL,1601,9000144,1
BB2301-000594       ,1,000099,Share Capital,19900.00,NULL,NULL,NULL,NULL,1584,9000144,1
BB2301-000594       ,2,000116,Monthly Saving Deposits,369168.00,NULL,NULL,NULL,NULL,1601,9000144,1
BB2301-000595       ,1,000298,Interest Paid on - Fixed Deposits - Senior Citizen,127.00,NULL,NULL,NULL,FDR No38115,1872,NULL,NULL
BB2301-000596       ,1,000099,Share Capital,16900.00,NULL,NULL,NULL,NULL,1584,9000144,1
BB2301-000596       ,2,000116,Monthly Saving Deposits,300015.00,NULL,NULL,NULL,NULL,1601,9000144,1
BB2301-000597       ,1,000130,Net Paid - Culaba,31500.00,NULL,NULL,NULL,FDR No :-7012466,1615,NULL,NULL
BB2301-000599       ,1,000134,Net Paid - Oshiwara,286477.00,NULL,NULL,NULL,Bond No :-030100014,1619,NULL,NULL
BB2301-000600       ,1,000231,Other Bank Loan,20000.00,NULL,NULL,NULL,Bond No:-030100014,1716,NULL,NULL
BB2301-000601       ,1,000134,Net Paid - Oshiwara,174533.00,NULL,NULL,NULL,Bond No :-030300014,1619,NULL,NULL
BB2301-000602       ,1,000231,Other Bank Loan,10000.00,NULL,NULL,NULL,Bond No:-030300014,1716,NULL,NULL
BB2301-000603       ,1,000099,Share Capital,19900.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000603       ,2,000116,Monthly Saving Deposits,377639.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000604       ,2,000130,Net Paid - Culaba,531500.00,NULL,NULL,NULL,FDR No :-7012463,1615,NULL,NULL
BB2301-000605       ,1,000099,Share Capital,19900.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000605       ,2,000116,Monthly Saving Deposits,246050.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000606       ,1,000267,Net Paid - Dadar,209189.00,NULL,NULL,NULL,Bond No :-080100032,1840,NULL,NULL
BB2301-000607       ,1,000267,Net Paid - Dadar,375199.00,NULL,NULL,NULL,Bond No :-080100033,1840,NULL,NULL
BB2301-000608       ,1,000267,Net Paid - Dadar,201637.00,NULL,NULL,NULL,Bond No :-080300016,1840,NULL,NULL
BB2301-000610       ,1,000267,Net Paid - Dadar,40957.00,NULL,NULL,NULL,Bond No :-080100034,1840,NULL,NULL
BB2301-000611       ,1,000299,Interest Paid on - Fixed Deposits - M.I.S.,750.00,NULL,NULL,NULL,FDR No7003336,1873,NULL,NULL
BB2301-000612       ,1,000299,Interest Paid on - Fixed Deposits - M.I.S.,500.00,NULL,NULL,NULL,FDR No2000007,1873,NULL,NULL
BB2301-000613       ,1,000043,Medium Term Loan,500000.00,NULL,NULL,NULL,NULL,1512,9000091,1
BB2301-000614       ,1,000134,Net Paid - Oshiwara,97429.00,NULL,NULL,NULL,Bond No :-030300015,1619,NULL,NULL
BB2301-000615       ,1,000043,Medium Term Loan,45000.00,NULL,NULL,NULL,NULL,1512,9000140,1
BB2301-000616       ,2,000130,Net Paid - Culaba,531500.00,NULL,NULL,NULL,FDR No :-7012464,1615,NULL,NULL
BB2301-000617       ,2,000130,Net Paid - Culaba,531500.00,NULL,NULL,NULL,FDR No :-7012465,1615,NULL,NULL
BB2301-000618       ,1,000232,T.D.S A/c,14000.00,NULL,NULL,NULL,NULL,1717,9000051,1
BB2301-000619       ,1,000043,Medium Term Loan,200000.00,NULL,NULL,NULL,NULL,1512,9000080,1
BB2301-000620       ,1,000187,Stationery & Printing Charges,12289.00,NULL,NULL,NULL,NULL,1672,9000061,1
BB2301-000620       ,2,000076,C.G.S.T,975.00,NULL,NULL,NULL,NULL,1545,9000061,1
BB2301-000620       ,3,000075,S.G.S.T,974.00,NULL,NULL,NULL,NULL,1544,9000061,1
BB2301-000621       ,1,000048,Top-up Loan,57500.00,NULL,NULL,NULL,NULL,1517,9000093,1
BB2301-000622       ,1,000132,Net Paid - Deonar,198562.00,NULL,NULL,NULL,Bond No :-060100013,1617,NULL,NULL
BB2301-000623       ,1,000157,Interest on Housing Loan to Staff,11579.00,NULL,NULL,NULL,NULL,1642,9000147,1
BB2301-000624       ,1,000200,Computer Maintenance  Charges,1750.00,NULL,NULL,NULL,NULL,1685,9000061,1
BB2301-000624       ,2,000076,C.G.S.T,158.00,NULL,NULL,NULL,NULL,1545,9000061,1
BB2301-000624       ,3,000075,S.G.S.T,157.00,NULL,NULL,NULL,NULL,1544,9000061,1
BB2301-000625       ,1,000043,Medium Term Loan,22900.00,NULL,NULL,NULL,NULL,1512,9000091,1
BB2301-000626       ,1,000134,Net Paid - Oshiwara,228695.00,NULL,NULL,NULL,Bond No :-030300016,1619,NULL,NULL
BB2301-000627       ,1,000131,Net Paid - Anik,36250.00,NULL,NULL,NULL,FDR No :-38108,1616,NULL,NULL
BB2301-000628       ,1,000048,Top-up Loan,164000.00,NULL,NULL,NULL,NULL,1517,9000082,1
BB2301-000628       ,2,000156,Interest on Top-up Loan,758.00,NULL,NULL,NULL,NULL,1641,9000082,1
BB2301-000629       ,1,000043,Medium Term Loan,116200.00,NULL,NULL,NULL,NULL,1512,9000093,1
BB2301-000629       ,2,000048,Top-up Loan,89500.00,NULL,NULL,NULL,NULL,1517,9000093,1
BB2301-000630       ,1,000253,Fixed Deposits - Regular Deposit,100000.00,NULL,NULL,NULL,FDR No :-1000911,1738,NULL,NULL
BB2301-000632       ,1,000099,Share Capital,20000.00,NULL,NULL,NULL,NULL,1584,NULL,NULL
BB2301-000632       ,2,000116,Monthly Saving Deposits,370759.00,NULL,NULL,NULL,NULL,1601,NULL,NULL
BB2301-000632       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,NULL,NULL
BB2301-000632       ,4,000371,80TH DIVIDEND,1500.00,NULL,NULL,NULL,NULL,1947,NULL,NULL
BB2301-000632       ,5,000267,Net Paid - Dadar,NULL,NULL,NULL,NULL,NULL,1840,NULL,NULL
BB2301-000633       ,1,000253,Fixed Deposits - Regular Deposit,200000.00,NULL,NULL,NULL,FDR No :-1000912,1738,NULL,NULL
BB2301-000634       ,1,000131,Net Paid - Anik,114181.00,NULL,NULL,NULL,Bond No :-020300015,1616,NULL,NULL
BB2301-000635       ,1,000131,Net Paid - Anik,166243.00,NULL,NULL,NULL,Bond No :-020100018,1616,NULL,NULL
BB2301-000636       ,1,000043,Medium Term Loan,7200.00,NULL,NULL,NULL,NULL,1512,9000080,1
BB2301-000637       ,1,000267,Net Paid - Dadar,738143.00,NULL,NULL,NULL,Bond No :-080100035,1840,NULL,NULL
BB2301-000638       ,1,000131,Net Paid - Anik,29050.00,NULL,NULL,NULL,Bond No :-020100019,1616,NULL,NULL
BB2301-000639       ,1,000267,Net Paid - Dadar,1021314.00,NULL,NULL,NULL,Bond No :-080100036,1840,NULL,NULL
BB2301-000640       ,1,000267,Net Paid - Dadar,119881.00,NULL,NULL,NULL,Bond No :-080300017,1840,NULL,NULL
BB2301-000641       ,1,000131,Net Paid - Anik,240400.00,NULL,NULL,NULL,Bond No :-020100020,1616,NULL,NULL
BB2301-000642       ,1,000043,Medium Term Loan,322500.00,NULL,NULL,NULL,NULL,1512,9000070,1
BB2301-000643       ,1,000131,Net Paid - Anik,134463.00,NULL,NULL,NULL,Bond No :-020100021,1616,NULL,NULL
BB2301-000644       ,1,000267,Net Paid - Dadar,146403.00,NULL,NULL,NULL,Bond No :-080300018,1840,NULL,NULL
BB2301-000645       ,1,000130,Net Paid - Culaba,1400.00,NULL,NULL,NULL,FDR No :-7012432,1615,NULL,NULL
BB2301-000646       ,1,000131,Net Paid - Anik,293512.00,NULL,NULL,NULL,Bond No :-020100022,1616,NULL,NULL
BB2301-000647       ,1,000132,Net Paid - Deonar,79212.00,NULL,NULL,NULL,Bond No :-060100014,1617,NULL,NULL
BB2301-000648       ,1,000135,Net Paid - Mulund,420562.00,NULL,NULL,NULL,Bond No :-050100021,1620,NULL,NULL
BB2301-000649       ,1,000267,Net Paid - Dadar,103584.00,NULL,NULL,NULL,Bond No :-080300019,1840,NULL,NULL
BB2301-000650       ,1,000267,Net Paid - Dadar,582200.00,NULL,NULL,NULL,Bond No :-080100037,1840,NULL,NULL
BB2301-000651       ,1,000135,Net Paid - Mulund,191429.00,NULL,NULL,NULL,Bond No :-050300012,1620,NULL,NULL
BB2301-000652       ,1,000267,Net Paid - Dadar,164647.00,NULL,NULL,NULL,Bond No :-080100038,1840,NULL,NULL
BB2301-000653       ,1,000043,Medium Term Loan,200000.00,NULL,NULL,NULL,NULL,1512,9000091,1
BB2301-000654       ,1,000267,Net Paid - Dadar,146418.00,NULL,NULL,NULL,Bond No :-080100039,1840,NULL,NULL
BB2301-000655       ,1,000130,Net Paid - Culaba,175181.00,NULL,NULL,NULL,Bond No :-010300025,1615,NULL,NULL
BB2301-000656       ,1,000267,Net Paid - Dadar,641981.00,NULL,NULL,NULL,Bond No :-080100040,1840,NULL,NULL
BB2301-000657       ,1,000135,Net Paid - Mulund,401762.00,NULL,NULL,NULL,Bond No :-050100022,1620,NULL,NULL
BB2301-000658       ,1,000267,Net Paid - Dadar,492637.00,NULL,NULL,NULL,Bond No :-080100041,1840,NULL,NULL
BB2301-000659       ,1,000130,Net Paid - Culaba,216781.00,NULL,NULL,NULL,Bond No :-010300026,1615,NULL,NULL
BB2301-000660       ,1,000135,Net Paid - Mulund,492278.00,NULL,NULL,NULL,Bond No :-050100023,1620,NULL,NULL
BB2301-000661       ,1,000267,Net Paid - Dadar,249262.00,NULL,NULL,NULL,Bond No :-080100042,1840,NULL,NULL
BB2301-000662       ,1,000135,Net Paid - Mulund,24698.00,NULL,NULL,NULL,Bond No :-050100024,1620,NULL,NULL
BB2301-000663       ,1,000267,Net Paid - Dadar,356487.00,NULL,NULL,NULL,Bond No :-080100043,1840,NULL,NULL
BB2301-000664       ,1,000267,Net Paid - Dadar,411543.00,NULL,NULL,NULL,Bond No :-080100044,1840,NULL,NULL
BB2301-000665       ,1,000267,Net Paid - Dadar,198479.00,NULL,NULL,NULL,Bond No :-080300020,1840,NULL,NULL
BB2301-000666       ,1,000267,Net Paid - Dadar,160676.00,NULL,NULL,NULL,Bond No :-080300021,1840,NULL,NULL
BB2301-000667       ,1,000132,Net Paid - Deonar,295981.00,NULL,NULL,NULL,Bond No :-060300011,1617,NULL,NULL
BB2301-000668       ,1,000267,Net Paid - Dadar,293481.00,NULL,NULL,NULL,Bond No :-080300022,1840,NULL,NULL
BB2301-000669       ,1,000267,Net Paid - Dadar,296766.00,NULL,NULL,NULL,Bond No :-080100045,1840,NULL,NULL
BB2301-000670       ,1,000231,Other Bank Loan,144034.00,NULL,NULL,NULL,Bond No:-080100045,1716,NULL,NULL
BB2301-000671       ,1,000135,Net Paid - Mulund,97774.00,NULL,NULL,NULL,Bond No :-050100025,1620,NULL,NULL
BB2301-000672       ,1,000135,Net Paid - Mulund,130317.00,NULL,NULL,NULL,Bond No :-050300013,1620,NULL,NULL
BB2301-000673       ,1,000130,Net Paid - Culaba,400432.00,NULL,NULL,NULL,Bond No :-010100015,1615,NULL,NULL
BB2301-000674       ,1,000134,Net Paid - Oshiwara,299010.00,NULL,NULL,NULL,Bond No :-030100015,1619,NULL,NULL
BB2301-000675       ,1,000135,Net Paid - Mulund,9693.00,NULL,NULL,NULL,Bond No :-050100026,1620,NULL,NULL
BB2301-000676       ,1,000134,Net Paid - Oshiwara,100251.00,NULL,NULL,NULL,Bond No :-030300017,1619,NULL,NULL
BB2301-000677       ,1,000134,Net Paid - Oshiwara,193881.00,NULL,NULL,NULL,Bond No :-030300018,1619,NULL,NULL
BB2301-000678       ,1,000130,Net Paid - Culaba,7000.00,NULL,NULL,NULL,FDR No :-7012430,1615,NULL,NULL
BB2301-000679       ,1,000254,Fixed Deposits - Senior Citizen,400000.00,NULL,NULL,NULL,FDR No :-38137,1739,NULL,NULL
BB2301-000679       ,2,000298,Interest Paid on - Fixed Deposits - Senior Citizen,29000.00,NULL,NULL,NULL,FDR No :-38137,1872,NULL,NULL
BB2301-000680       ,1,000254,Fixed Deposits - Senior Citizen,75000.00,NULL,NULL,NULL,FDR No :-38138,1739,NULL,NULL
BB2301-000680       ,2,000298,Interest Paid on - Fixed Deposits - Senior Citizen,5438.00,NULL,NULL,NULL,FDR No :-38138,1872,NULL,NULL
BB2301-000681       ,1,000043,Medium Term Loan,80000.00,NULL,NULL,NULL,NULL,1512,9000062,1
BB2301-000682       ,1,000130,Net Paid - Culaba,700.00,NULL,NULL,NULL,FDR No :-7012499,1615,NULL,NULL
BB2301-000683       ,1,000254,Fixed Deposits - Senior Citizen,100000.00,NULL,NULL,NULL,FDR No :-38139,1739,NULL,NULL
BB2301-000683       ,2,000298,Interest Paid on - Fixed Deposits - Senior Citizen,7250.00,NULL,NULL,NULL,FDR No :-38139,1872,NULL,NULL
BB2301-000684       ,1,000134,Net Paid - Oshiwara,278840.00,NULL,NULL,NULL,Bond No :-030100016,1619,NULL,NULL
BB2301-000685       ,1,000130,Net Paid - Culaba,3625.00,NULL,NULL,NULL,FDR No :-38126,1615,NULL,NULL
BB2301-000686       ,1,000130,Net Paid - Culaba,275312.00,NULL,NULL,NULL,Bond No :-010100016,1615,NULL,NULL
BB2301-000687       ,1,000134,Net Paid - Oshiwara,195429.00,NULL,NULL,NULL,Bond No :-030300019,1619,NULL,NULL
BB2301-000688       ,1,000130,Net Paid - Culaba,1400.00,NULL,NULL,NULL,FDR No :-7012513,1615,NULL,NULL
BB2301-000689       ,1,000135,Net Paid - Mulund,7250.00,NULL,NULL,NULL,FDR No :-38127,1620,NULL,NULL
BB2301-000690       ,1,000135,Net Paid - Mulund,7250.00,NULL,NULL,NULL,FDR No :-38128,1620,NULL,NULL
BB2301-000691       ,1,000135,Net Paid - Mulund,7250.00,NULL,NULL,NULL,FDR No :-38129,1620,NULL,NULL
BB2301-000692       ,1,000135,Net Paid - Mulund,7250.00,NULL,NULL,NULL,FDR No :-38130,1620,NULL,NULL
BB2301-000693       ,1,000135,Net Paid - Mulund,14500.00,NULL,NULL,NULL,FDR No :-38131,1620,NULL,NULL
BB2301-000694       ,1,000299,Interest Paid on - Fixed Deposits - M.I.S.,250.00,NULL,NULL,NULL,FDR No7003340,1873,NULL,NULL
BB2301-000695       ,1,000043,Medium Term Loan,103400.00,NULL,NULL,NULL,NULL,1512,9000068,1
BB2301-000695       ,2,000048,Top-up Loan,44800.00,NULL,NULL,NULL,NULL,1517,9000068,1
BB2301-000696       ,1,000299,Interest Paid on - Fixed Deposits - M.I.S.,2500.00,NULL,NULL,NULL,FDR No2000001,1873,NULL,NULL
BB2301-000697       ,1,000135,Net Paid - Mulund,14500.00,NULL,NULL,NULL,FDR No :-38132,1620,NULL,NULL
BB2301-000698       ,1,000299,Interest Paid on - Fixed Deposits - M.I.S.,583.00,NULL,NULL,NULL,FDR No7003329,1873,NULL,NULL
BB2301-000699       ,1,000267,Net Paid - Dadar,175081.00,NULL,NULL,NULL,Bond No :-080300023,1840,NULL,NULL
BB2301-000700       ,1,000135,Net Paid - Mulund,14500.00,NULL,NULL,NULL,FDR No :-38133,1620,NULL,NULL
BB2301-000701       ,1,000299,Interest Paid on - Fixed Deposits - M.I.S.,292.00,NULL,NULL,NULL,FDR No7003326,1873,NULL,NULL
BB2301-000702       ,1,000043,Medium Term Loan,100000.00,NULL,NULL,NULL,NULL,1512,9000091,1
BB2301-000703       ,1,000267,Net Paid - Dadar,63000.00,NULL,NULL,NULL,NULL,1840,9000142,1
BB2301-000704       ,1,000132,Net Paid - Deonar,97887.00,NULL,NULL,NULL,Bond No :-060100015,1617,NULL,NULL
BB2301-000705       ,1,000232,T.D.S A/c,7000.00,NULL,NULL,NULL,NULL,1717,9000142,1
BB2301-000706       ,1,000132,Net Paid - Deonar,607762.00,NULL,NULL,NULL,Bond No :-060100016,1617,NULL,NULL
